Dependency=Geometry Building Type RECS	Dependency=Geometry Floor Area Bin	Dependency=Geometry Wall Type	Dependency=Vintage ACS	Option=1	Option=2	Option=3	sample_count	sample_weight									
Single-Family Detached	0-1499	WoodStud	1980-99	0.830721	0.160872	0.008407	333	3492962.5									
Single-Family Detached	1500-2499	WoodStud	1980-99	0.558197	0.43334	0.008463	475	4623915									
Single-Family Detached	2500-3999	WoodStud	1980-99	0.268834	0.689037	0.042129	324	2898324.25									
Single-Family Detached	4000+	WoodStud	1980-99	0.168873	0.777333	0.053794	119	996324.125									
Single-Family Detached	0-1499	WoodStud	2000-09	0.827531	0.172469	0	140	722048.75									
Single-Family Detached	1500-2499	WoodStud	2000-09	0.585035	0.411028	0.003937	218	1062544.875									
Single-Family Detached	2500-3999	WoodStud	2000-09	0.217804	0.767415	0.014781	171	820461.75									
Single-Family Detached	4000+	WoodStud	2000-09	0.143322	0.827953	0.028725	88	385594.0313									
Single-Family Detached	0-1499	WoodStud	2010s	0.827531	0.172469	0	140	722048.75									
Single-Family Detached	1500-2499	WoodStud	2010s	0.585035	0.411028	0.003937	218	1062544.875									
Single-Family Detached	2500-3999	WoodStud	2010s	0.217804	0.767415	0.014781	171	820461.75									
Single-Family Detached	4000+	WoodStud	2010s	0.143322	0.827953	0.028725	88	385594.0313									
