Dependency=PUMA	Dependency=Geometry Building Type RECS	Dependency=Vintage	Option=Electricity	Option=Fuel Oil	Option=Natural Gas	Option=None	Option=Other Fuel	Option=Propane	sample_count	sample_weight
IL, 03410	Multi-Family with 2 - 4 Units	1950s	0.000000	0.000000	0.393939	0.606061	0.000000	0.000000	2.000000	33.000000
IL, 03410	Multi-Family with 2 - 4 Units	1960s	0.154762	0.000000	0.845238	0.000000	0.000000	0.000000	6.000000	168.000000
IL, 03410	Multi-Family with 2 - 4 Units	1970s	0.139229	0.000000	0.860771	0.000000	0.000000	0.000000	45.000000	1142.000000
IL, 03410	Multi-Family with 2 - 4 Units	1980s	0.127329	0.000000	0.848447	0.000000	0.000000	0.024224	50.000000	1610.000000
IL, 03410	Multi-Family with 2 - 4 Units	1990s	0.041451	0.000000	0.958549	0.000000	0.000000	0.000000	24.000000	579.000000
IL, 03410	Multi-Family with 2 - 4 Units	2000s	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	4.000000	120.000000
IL, 03410	Multi-Family with 2 - 4 Units	2010s	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	3.000000	130.000000
IL, 03410	Multi-Family with 2 - 4 Units	<1940	0.376471	0.000000	0.623529	0.000000	0.000000	0.000000	6.000000	170.000000
IL, 03410	Multi-Family with 5+ Units	1940s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	25.000000
IL, 03410	Multi-Family with 5+ Units	1950s	0.174263	0.000000	0.790885	0.000000	0.000000	0.034853	14.000000	373.000000
IL, 03410	Multi-Family with 5+ Units	1960s	0.314943	0.000000	0.631034	0.000000	0.034483	0.019540	25.000000	870.000000
IL, 03410	Multi-Family with 5+ Units	1970s	0.340049	0.000000	0.619048	0.017399	0.016484	0.007021	111.000000	3276.000000
IL, 03410	Multi-Family with 5+ Units	1980s	0.360561	0.000000	0.622525	0.009488	0.007426	0.000000	91.000000	2424.000000
IL, 03410	Multi-Family with 5+ Units	1990s	0.154380	0.000000	0.845620	0.000000	0.000000	0.000000	63.000000	1872.000000
IL, 03410	Multi-Family with 5+ Units	2000s	0.150859	0.000000	0.849141	0.000000	0.000000	0.000000	45.000000	1339.000000
IL, 03410	Multi-Family with 5+ Units	2010s	0.186529	0.000000	0.699482	0.000000	0.000000	0.113990	8.000000	193.000000
IL, 03410	Multi-Family with 5+ Units	<1940	0.320513	0.000000	0.679487	0.000000	0.000000	0.000000	3.000000	78.000000
IL, 03410	Single-Family Attached	1940s	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000
IL, 03410	Single-Family Attached	1950s	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	3.000000	56.000000
IL, 03410	Single-Family Attached	1960s	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	4.000000	120.000000
IL, 03410	Single-Family Attached	1970s	0.055035	0.000000	0.944965	0.000000	0.000000	0.000000	35.000000	854.000000
IL, 03410	Single-Family Attached	1980s	0.026487	0.000000	0.973513	0.000000	0.000000	0.000000	81.000000	2001.000000
IL, 03410	Single-Family Attached	1990s	0.017963	0.000000	0.976129	0.000000	0.000000	0.005909	178.000000	4231.000000
IL, 03410	Single-Family Attached	2000s	0.025372	0.000000	0.956693	0.000000	0.000000	0.017935	90.000000	2286.000000
IL, 03410	Single-Family Attached	2010s	0.066421	0.000000	0.933579	0.000000	0.000000	0.000000	11.000000	271.000000
IL, 03410	Single-Family Attached	<1940	0.166667	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000
IL, 03410	Single-Family Detached	1940s	0.032581	0.000000	0.967419	0.000000	0.000000	0.000000	37.000000	798.000000
IL, 03410	Single-Family Detached	1950s	0.038452	0.000000	0.955707	0.000000	0.005841	0.000000	201.000000	4109.000000
IL, 03410	Single-Family Detached	1960s	0.039662	0.000000	0.942887	0.000000	0.009254	0.008197	186.000000	3782.000000
IL, 03410	Single-Family Detached	1970s	0.041301	0.000000	0.953582	0.000000	0.001706	0.003411	314.000000	8208.000000
