Dependency=Geometry Building Type RECS	Dependency=HVAC Heating Type	Dependency=Vintage	Option=Central AC	Option=Heat Pump	Option=None	Option=Room AC	sample_count	sample_weight	resstock_probability
Multi-Family with 5+ Units	Ducted Heat Pump	1950s	0.0	1.0	0.0	0.0	3.0	25638.070312	0.0003135473869461054
Multi-Family with 5+ Units	Ducted Heating	1950s	0.593841	0.02865	0.14519	0.232319	39.0	358809.625	0.03484380433428335
Multi-Family with 5+ Units	Non-Ducted Heat Pump	1950s	0.0	1.0	0.0	0.0	0.0	0.0	0.00011152707915118103
Multi-Family with 5+ Units	Non-Ducted Heating	1950s	0.013096	0.021158	0.231796	0.733951	74.0	756728.8125	0.016167421812148558
Multi-Family with 5+ Units	None	1950s	0.093178	0.0	0.388472	0.51835	16.0	129379.49218800002	0.00011152707915118103
Single-Family Attached	Ducted Heat Pump	1950s	0.0	1.0	0.0	0.0	2.0	12227.219727	5.240861219549409e-05
Single-Family Attached	Ducted Heating	1950s	0.5137609999999999	0.029519999999999998	0.243804	0.21291500000000002	41.0	349907.0	0.005824049265908943
Single-Family Attached	Non-Ducted Heat Pump	1950s	0.0	1.0	0.0	0.0	0.0	0.0	1.8641454797182204e-05
Single-Family Attached	Non-Ducted Heating	1950s	0.0	0.0	0.079862	0.9201379999999999	23.0	183950.28125	0.002702341576520642
Single-Family Attached	None	1950s	0.444575	0.0	0.36227800000000004	0.193147	5.0	29509.980469	1.8641454797182204e-05
Single-Family Detached	Ducted Heat Pump	1950s	0.0	1.0	0.0	0.0	50.0	483186.25	0.00040327485702342235
Single-Family Detached	Ducted Heating	1950s	0.668706	0.019492	0.157646	0.154155	744.0	6859274.5	0.0448150129647724
Single-Family Detached	Non-Ducted Heat Pump	1950s	0.0	1.0	0.0	0.0	0.0	0.0	0.00014344264622005357
Single-Family Detached	Non-Ducted Heating	1950s	0.166575	0.010651	0.268449	0.554326	289.0	2720766.5	0.02079403302714258
Single-Family Detached	None	1950s	0.252411	0.0	0.587262	0.160326	31.0	221224.59375	0.00014344264622005357
Mobile Home	Ducted Heat Pump	1960s	0.0	1.0	0.0	0.0	1.0	9655.480469	5.526119833477505e-06
Mobile Home	Ducted Heating	1960s	0.198181	0.0	0.22718000000000002	0.574639	20.0	187203.046875	0.0005981436355632439
Mobile Home	Non-Ducted Heat Pump	1960s	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Mobile Home	Non-Ducted Heating	1960s	0.224958	0.0	0.068195	0.706847	14.0	159856.265625	0.00032215159874380113
Mobile Home	None	1960s	0.25	0.25	0.25	0.25	0.0	0.0	9.643032079185358e-06
Multi-Family with 2 - 4 Units	Ducted Heat Pump	1960s	0.0	1.0	0.0	0.0	0.0	0.0	0.00014873431003866778
Multi-Family with 2 - 4 Units	Ducted Heating	1960s	0.555535	0.0	0.195465	0.249	48.0	506109.40625	0.016098905492524473
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1960s	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Multi-Family with 2 - 4 Units	Non-Ducted Heating	1960s	0.009840999999999999	0.0	0.424774	0.565385	55.0	605022.375	0.008670640017022726
Multi-Family with 2 - 4 Units	None	1960s	0.163859	0.0	0.493512	0.34262800000000004	6.0	43145.019531	0.0002595401052090146
Multi-Family with 5+ Units	Ducted Heat Pump	1960s	0.0	1.0	0.0	0.0	7.0	70058.171875	0.00025156865093657
Multi-Family with 5+ Units	Ducted Heating	1960s	0.654127	0.040803	0.156672	0.148398	111.0	1159140.0	0.027229628020977868
Multi-Family with 5+ Units	Non-Ducted Heat Pump	1960s	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Multi-Family with 5+ Units	Non-Ducted Heating	1960s	0.134743	0.0	0.29843600000000003	0.566821	109.0	1123732.875	0.014665487816980247
Multi-Family with 5+ Units	None	1960s	0.12405799999999999	0.0	0.696245	0.179697	23.0	184906.625	0.0004389851549006592
Single-Family Attached	Ducted Heat Pump	1960s	0.0	1.0	0.0	0.0	1.0	6035.609863000001	4.20490312354111e-05
Single-Family Attached	Ducted Heating	1960s	0.556868	0.0	0.17468599999999998	0.268447	41.0	310764.53125	0.0045513599366218994
Single-Family Attached	Non-Ducted Heat Pump	1960s	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Single-Family Attached	Non-Ducted Heating	1960s	0.0	0.0	0.311189	0.688811	28.0	171666.265625	0.002451297301960844
Single-Family Attached	None	1960s	0.0	0.0	0.731557	0.268443	3.0	14936.389647999998	7.337520164606596e-05
Single-Family Detached	Ducted Heat Pump	1960s	0.0	1.0	0.0	0.0	69.0	662529.5	0.0003235597423602788
Single-Family Detached	Ducted Heating	1960s	0.730432	0.032173	0.127475	0.109919	601.0	5451877.5	0.03502189718088231
Single-Family Detached	Non-Ducted Heat Pump	1960s	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Single-Family Detached	Non-Ducted Heating	1960s	0.259029	0.055174	0.319112	0.366685	236.0	2260980.25	0.018862292427868414
Single-Family Detached	None	1960s	0.27267600000000003	0.0	0.533222	0.194102	34.0	262089.765625	0.0005646089967523717
Mobile Home	Ducted Heat Pump	1970s	0.0	1.0	0.0	0.0	14.0	159409.921875	1.4590688098366927e-05
Mobile Home	Ducted Heating	1970s	0.388427	0.028738999999999997	0.24113600000000002	0.341699	83.0	944457.1875	0.000533059085565383
Mobile Home	Non-Ducted Heat Pump	1970s	0.0	1.0	0.0	0.0	0.0	0.0	1.561994534048039e-06
Mobile Home	Non-Ducted Heating	1970s	0.271456	0.0	0.19484200000000002	0.533702	41.0	512628.28125	0.0003420282433801054
Mobile Home	None	1970s	0.124474	0.0	0.23083299999999998	0.644692	9.0	89310.773438	1.561994534048039e-06
Multi-Family with 2 - 4 Units	Ducted Heat Pump	1970s	0.0	1.0	0.0	0.0	4.0	31538.740233999997	0.00039270518785228226
Multi-Family with 2 - 4 Units	Ducted Heating	1970s	0.743352	0.007946	0.135656	0.11304600000000001	97.0	884190.625	0.014347169024656863
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1970s	0.0	1.0	0.0	0.0	0.0	0.0	4.2040742203668165e-05
Multi-Family with 2 - 4 Units	Non-Ducted Heating	1970s	0.06476900000000001	0.0	0.355404	0.5798270000000001	61.0	547244.375	0.009205615572195245
Multi-Family with 2 - 4 Units	None	1970s	0.298038	0.0	0.611854	0.09010800000000001	9.0	67850.609375	4.2040742203668165e-05
Multi-Family with 5+ Units	Ducted Heat Pump	1970s	0.0	1.0	0.0	0.0	15.0	161803.703125	0.0006642200733516497
Multi-Family with 5+ Units	Ducted Heating	1970s	0.808499	0.032758999999999996	0.098552	0.060189	211.0	2128145.75	0.024266747567212504
Multi-Family with 5+ Units	Non-Ducted Heat Pump	1970s	0.0	1.0	0.0	0.0	0.0	0.0	7.110755277514213e-05
Multi-Family with 5+ Units	Non-Ducted Heating	1970s	0.09091	0.043956	0.286038	0.579095	149.0	1426302.625	0.015570343452938113
Multi-Family with 5+ Units	None	1970s	0.129578	0.05948099999999999	0.5316890000000001	0.27925300000000003	37.0	302790.125	7.110755277514213e-05
Single-Family Attached	Ducted Heat Pump	1970s	0.0	1.0	0.0	0.0	10.0	102944.40625	0.00011102261950195353
Single-Family Attached	Ducted Heating	1970s	0.7722	0.0	0.20386600000000002	0.023934	94.0	759578.0625	0.004056122345279162
Single-Family Attached	Non-Ducted Heat Pump	1970s	0.0	1.0	0.0	0.0	0.0	0.0	1.1885438414460824e-05
Single-Family Attached	Non-Ducted Heating	1970s	0.213812	0.06314299999999999	0.130435	0.5926100000000001	23.0	148543.375	0.0026025415160482487
Single-Family Attached	None	1970s	0.611505	0.0	0.388495	0.0	9.0	62146.960938	1.1885438414460824e-05
Single-Family Detached	Ducted Heat Pump	1970s	0.0	1.0	0.0	0.0	122.0	1171145.25	0.0008542991147906322
Single-Family Detached	Ducted Heating	1970s	0.780429	0.035274	0.12436099999999999	0.059935	761.0	6367261.0	0.031211132871833552
Single-Family Detached	Non-Ducted Heat Pump	1970s	0.0	1.0	0.0	0.0	0.0	0.0	9.145631369465025e-05
Single-Family Detached	Non-Ducted Heating	1970s	0.285533	0.03322	0.226202	0.455045	220.0	2003041.25	0.020026089488248536
Single-Family Detached	None	1970s	0.21393800000000002	0.0	0.666995	0.119067	18.0	126047.28125	9.145631369465025e-05
Mobile Home	Ducted Heat Pump	1980s	0.0	1.0	0.0	0.0	13.0	173172.59375	1.5636989323311046e-05
Mobile Home	Ducted Heating	1980s	0.511729	0.043384	0.23655700000000002	0.20833000000000002	80.0	1084041.375	0.00032999272640669405
Mobile Home	Non-Ducted Heat Pump	1980s	0.0	1.0	0.0	0.0	0.0	0.0	9.235848439129041e-07
Mobile Home	Non-Ducted Heating	1980s	0.19294	0.024045	0.249004	0.534011	32.0	444558.09375	0.00016405262249181974
Mobile Home	None	1980s	0.0	0.0	0.569863	0.430137	3.0	41788.121094	9.235848439129041e-07
Multi-Family with 2 - 4 Units	Ducted Heat Pump	1980s	0.0	1.0	0.0	0.0	10.0	97006.6875	0.00042086615711717544
Multi-Family with 2 - 4 Units	Ducted Heating	1980s	0.649303	0.018022	0.24709299999999998	0.085582	66.0	636942.25	0.008881682257873225
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1980s	0.0	1.0	0.0	0.0	0.0	0.0	2.4858084634605607e-05
Multi-Family with 2 - 4 Units	Non-Ducted Heating	1980s	0.105524	0.02052	0.411042	0.46291400000000005	32.0	297909.15625	0.00441544055352128
Multi-Family with 2 - 4 Units	None	1980s	0.494699	0.10370399999999999	0.401597	0.0	8.0	54017.398438	2.4858084634605607e-05
Multi-Family with 5+ Units	Ducted Heat Pump	1980s	0.0	1.0	0.0	0.0	21.0	210839.21875	0.0007118514305361056
Multi-Family with 5+ Units	Ducted Heating	1980s	0.870991	0.009866	0.07865	0.040493	197.0	1877179.125	0.015022443867050927
Multi-Family with 5+ Units	Non-Ducted Heat Pump	1980s	0.0	1.0	0.0	0.0	0.0	0.0	4.204487058009029e-05
Multi-Family with 5+ Units	Non-Ducted Heating	1980s	0.077834	0.010990999999999999	0.32958000000000004	0.581596	123.0	1172593.625	0.007468259496085262
Multi-Family with 5+ Units	None	1980s	0.360046	0.08431799999999999	0.40066399999999996	0.154972	23.0	189690.328125	4.204487058009029e-05
Single-Family Attached	Ducted Heat Pump	1980s	0.0	1.0	0.0	0.0	37.0	299958.75	0.00011898407423241279
Single-Family Attached	Ducted Heating	1980s	0.7289439999999999	0.039889	0.150918	0.080248	124.0	875070.5	0.0025109615568002738
Single-Family Attached	Non-Ducted Heat Pump	1980s	0.0	1.0	0.0	0.0	0.0	0.0	7.027688345623002e-06
Single-Family Attached	Non-Ducted Heating	1980s	0.302923	0.0	0.30617300000000003	0.390904	27.0	180208.0625	0.0012482997211931007
Single-Family Attached	None	1980s	0.525609	0.0	0.474391	0.0	6.0	44170.390625	7.027688345623002e-06
Single-Family Detached	Ducted Heat Pump	1980s	0.0	1.0	0.0	0.0	128.0	1350999.0	0.0009155610788767647
Single-Family Detached	Ducted Heating	1980s	0.77888	0.043075999999999996	0.115695	0.06235	686.0	6172510.5	0.019321398151752642
Single-Family Detached	Non-Ducted Heat Pump	1980s	0.0	1.0	0.0	0.0	0.0	0.0	5.407679948124925e-05
Single-Family Detached	Non-Ducted Heating	1980s	0.226717	0.055799	0.262873	0.454611	153.0	1467408.25	0.009605442130555154
Single-Family Detached	None	1980s	0.350964	0.043593	0.550416	0.055028	20.0	137431.1875	5.407679948124925e-05
Mobile Home	Ducted Heat Pump	1990s	0.0	1.0	0.0	0.0	23.0	348155.03125	1.0400013278085639e-05
Mobile Home	Ducted Heating	1990s	0.637242	0.074305	0.075589	0.212864	90.0	1233371.625	0.0003760185317844899
Mobile Home	Non-Ducted Heat Pump	1990s	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Mobile Home	Non-Ducted Heating	1990s	0.191578	0.052407	0.20547800000000002	0.5505369999999999	26.0	348933.625	8.315707302290068e-05
Mobile Home	None	1990s	0.42055699999999996	0.0	0.0	0.579443	2.0	21546.0	6.319222862641471e-06
Multi-Family with 2 - 4 Units	Ducted Heat Pump	1990s	0.0	1.0	0.0	0.0	7.0	74845.632812	0.0002799140890753446
Multi-Family with 2 - 4 Units	Ducted Heating	1990s	0.740997	0.052163	0.09460199999999999	0.112238	48.0	412622.1875	0.010120456771116566
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1990s	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Multi-Family with 2 - 4 Units	Non-Ducted Heating	1990s	0.263175	0.0	0.361478	0.375347	17.0	236805.5625	0.0022381544833625245
Multi-Family with 2 - 4 Units	None	1990s	0.530995	0.0	0.333517	0.135487	7.0	45157.421875	0.00017008050508816029
Multi-Family with 5+ Units	Ducted Heat Pump	1990s	0.0	1.0	0.0	0.0	12.0	156842.8125	0.0004734456343564322
Multi-Family with 5+ Units	Ducted Heating	1990s	0.8961100000000001	0.047652999999999994	0.037074	0.019163	153.0	1642868.0	0.01711770240578496
Multi-Family with 5+ Units	Non-Ducted Heat Pump	1990s	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Multi-Family with 5+ Units	Non-Ducted Heating	1990s	0.068763	0.0	0.459921	0.471316	54.0	561662.375	0.003785606050283657
Multi-Family with 5+ Units	None	1990s	0.6222880000000001	0.0	0.19646	0.181252	14.0	127939.15625	0.0002876735247201215
Single-Family Attached	Ducted Heat Pump	1990s	0.0	1.0	0.0	0.0	9.0	74359.90625	7.913517917756052e-05
Single-Family Attached	Ducted Heating	1990s	0.7783220000000001	0.089809	0.118432	0.013437000000000001	88.0	582201.25	0.0028611784515265703
Single-Family Attached	Non-Ducted Heat Pump	1990s	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Single-Family Attached	Non-Ducted Heating	1990s	0.460251	0.0	0.20209100000000002	0.337658	12.0	92684.398438	0.0006327539876718357
Single-Family Attached	None	1990s	1.0	0.0	0.0	0.0	2.0	10492.169922	4.808386490734554e-05
Single-Family Detached	Ducted Heat Pump	1990s	0.0	1.0	0.0	0.0	169.0	1634913.125	0.0006089309892296177
Single-Family Detached	Ducted Heating	1990s	0.844046	0.069285	0.062241	0.024427	810.0	7597297.5	0.022016254249470048
Single-Family Detached	Non-Ducted Heat Pump	1990s	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Single-Family Detached	Non-Ducted Heating	1990s	0.386312	0.037643	0.273884	0.302161	103.0	959073.875	0.00486892827761806
Single-Family Detached	None	1990s	0.289055	0.25306	0.368039	0.08984500000000001	10.0	95497.226562	0.0003699967034675743
Mobile Home	Ducted Heat Pump	2000s	0.0	1.0	0.0	0.0	18.0	115954.92968800002	5.630729264834933e-05
Mobile Home	Ducted Heating	2000s	0.751463	0.024615	0.076611	0.147312	39.0	281790.25	0.00042807436468662527
Mobile Home	Non-Ducted Heat Pump	2000s	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Mobile Home	Non-Ducted Heating	2000s	0.162247	0.291946	0.163749	0.38205700000000004	4.0	29647.150391000003	5.7343201545695446e-05
Mobile Home	None	2000s	0.5575439999999999	0.0	0.128935	0.31352199999999997	6.0	30826.839844	2.9452356109354814e-06
Multi-Family with 2 - 4 Units	Ducted Heat Pump	2000s	0.0	1.0	0.0	0.0	1.0	14597.75	0.0015154985006771802
Multi-Family with 2 - 4 Units	Ducted Heating	2000s	0.778462	0.049705	0.17183299999999999	0.0	32.0	123364.40625	0.011521528159992883
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2000s	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Multi-Family with 2 - 4 Units	Non-Ducted Heating	2000s	0.141738	0.0	0.122591	0.735671	7.0	26546.630859	0.001543379762711401
Multi-Family with 2 - 4 Units	None	2000s	0.430634	0.0	0.346855	0.22250999999999999	6.0	19808.355469	7.92703740950438e-05
Multi-Family with 5+ Units	Ducted Heat Pump	2000s	0.0	1.0	0.0	0.0	27.0	166186.453125	0.0025633084472078786
Multi-Family with 5+ Units	Ducted Heating	2000s	0.8504520000000001	0.067378	0.04027	0.0419	157.0	797597.1875	0.0194874692677404
Multi-Family with 5+ Units	Non-Ducted Heat Pump	2000s	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Multi-Family with 5+ Units	Non-Ducted Heating	2000s	0.2368	0.057930999999999996	0.2072	0.498069	37.0	178884.09375	0.0026104667086375008
Multi-Family with 5+ Units	None	2000s	0.911444	0.0	0.088556	0.0	13.0	60138.171875	0.0001340776117167781
Single-Family Attached	Ducted Heat Pump	2000s	0.0	1.0	0.0	0.0	14.0	63262.03515599999	0.000428450192666549
Single-Family Attached	Ducted Heating	2000s	0.814405	0.07480099999999999	0.075169	0.035624	127.0	423127.96875	0.0032572786827279976
Single-Family Attached	Non-Ducted Heat Pump	2000s	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Single-Family Attached	Non-Ducted Heating	2000s	0.186368	0.100743	0.096542	0.616347	8.0	19234.25	0.0004363325706992628
Single-Family Attached	None	2000s	0.699099	0.0	0.30090100000000003	0.0	3.0	8297.040039	2.2410716367317314e-05
Single-Family Detached	Ducted Heat Pump	2000s	0.0	1.0	0.0	0.0	169.0	798296.875	0.003296847272825049
Single-Family Detached	Ducted Heating	2000s	0.844676	0.08560599999999999	0.052539999999999996	0.017178	889.0	4164896.25	0.025064174379635863
Single-Family Detached	Non-Ducted Heat Pump	2000s	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Single-Family Detached	Non-Ducted Heating	2000s	0.294555	0.04576	0.321	0.338685	80.0	360315.9375	0.0033575007559260676
Single-Family Detached	None	2000s	0.76118	0.116711	0.122109	0.0	10.0	39745.386719	0.00017244643695410407
Mobile Home	Ducted Heat Pump	2010s	0.0	1.0	0.0	0.0	18.0	115954.92968800002	1.3941966645284563e-05
Mobile Home	Ducted Heating	2010s	0.751463	0.024615	0.076611	0.147312	39.0	281790.25	5.9780992173500985e-05
Mobile Home	Non-Ducted Heat Pump	2010s	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Mobile Home	Non-Ducted Heating	2010s	0.162247	0.291946	0.163749	0.38205700000000004	4.0	29647.150391000003	9.398173634285464e-06
Mobile Home	None	2010s	0.5575439999999999	0.0	0.128935	0.31352199999999997	6.0	30826.839844	2.7061561327971365e-06
Multi-Family with 2 - 4 Units	Ducted Heat Pump	2010s	0.0	1.0	0.0	0.0	1.0	14597.75	0.0003752449914325514
Multi-Family with 2 - 4 Units	Ducted Heating	2010s	0.778462	0.049705	0.17183299999999999	0.0	32.0	123364.40625	0.0016089923657622508
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2010s	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Multi-Family with 2 - 4 Units	Non-Ducted Heating	2010s	0.141738	0.0	0.122591	0.735671	7.0	26546.630859	0.00025294979356960725
Multi-Family with 2 - 4 Units	None	2010s	0.430634	0.0	0.346855	0.22250999999999999	6.0	19808.355469	7.28356020855967e-05
Multi-Family with 5+ Units	Ducted Heat Pump	2010s	0.0	1.0	0.0	0.0	27.0	166186.453125	0.0006346879629915232
Multi-Family with 5+ Units	Ducted Heating	2010s	0.8504520000000001	0.067378	0.04027	0.0419	157.0	797597.1875	0.0027214436179306403
Multi-Family with 5+ Units	Non-Ducted Heat Pump	2010s	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Multi-Family with 5+ Units	Non-Ducted Heating	2010s	0.2368	0.057930999999999996	0.2072	0.498069	37.0	178884.09375	0.00042783832665406116
Multi-Family with 5+ Units	None	2010s	0.911444	0.0	0.088556	0.0	13.0	60138.171875	0.00012319386261356073
Single-Family Attached	Ducted Heat Pump	2010s	0.0	1.0	0.0	0.0	14.0	63262.03515599999	0.00010608640576324858
Single-Family Attached	Ducted Heating	2010s	0.814405	0.07480099999999999	0.075169	0.035624	127.0	423127.96875	0.0004548820660672417
Single-Family Attached	Non-Ducted Heat Pump	2010s	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Single-Family Attached	Non-Ducted Heating	2010s	0.186368	0.100743	0.096542	0.616347	8.0	19234.25	7.151203893731038e-05
Single-Family Attached	None	2010s	0.699099	0.0	0.30090100000000003	0.0	3.0	8297.040039	2.0591526638009758e-05
Single-Family Detached	Ducted Heat Pump	2010s	0.0	1.0	0.0	0.0	169.0	798296.875	0.0008163158367315265
Single-Family Detached	Ducted Heating	2010s	0.844676	0.08560599999999999	0.052539999999999996	0.017178	889.0	4164896.25	0.003500235790856481
Single-Family Detached	Non-Ducted Heat Pump	2010s	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Single-Family Detached	Non-Ducted Heating	2010s	0.294555	0.04576	0.321	0.338685	80.0	360315.9375	0.0005502722943763952
Single-Family Detached	None	2010s	0.76118	0.116711	0.122109	0.0	10.0	39745.386719	0.00015844809875639735
Mobile Home	Ducted Heat Pump	<1940	0.0	1.0	0.0	0.0	0.0	0.0	2.2412667738221424e-05
Mobile Home	Ducted Heating	<1940	1.0	0.0	0.0	0.0	2.0	13826.120116999999	0.001087033305769179
Mobile Home	Non-Ducted Heat Pump	<1940	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Mobile Home	Non-Ducted Heating	<1940	0.25	0.25	0.25	0.25	0.0	0.0	0.0009000789122731599
Mobile Home	None	<1940	0.25	0.25	0.25	0.25	0.0	0.0	2.5683119125920335e-05
Multi-Family with 2 - 4 Units	Ducted Heat Pump	<1940	0.0	1.0	0.0	0.0	0.0	0.0	0.000603232063839001
Multi-Family with 2 - 4 Units	Ducted Heating	<1940	0.271467	0.018164	0.318392	0.391977	68.0	738927.125	0.029257264336392197
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	<1940	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Multi-Family with 2 - 4 Units	Non-Ducted Heating	<1940	0.006224	0.0	0.306994	0.686783	155.0	1536323.375	0.024225427611304435
Multi-Family with 2 - 4 Units	None	<1940	0.0	0.0	0.65698	0.34302	3.0	23336.630859	0.0006912555496341505
Multi-Family with 5+ Units	Ducted Heat Pump	<1940	0.0	1.0	0.0	0.0	3.0	21283.380859	0.0010203044372358162
Multi-Family with 5+ Units	Ducted Heating	<1940	0.426461	0.0	0.16353499999999999	0.410005	26.0	300083.4375	0.04948562653289148
Multi-Family with 5+ Units	Non-Ducted Heat Pump	<1940	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Multi-Family with 5+ Units	Non-Ducted Heating	<1940	0.044312	0.0	0.47487700000000005	0.480811	157.0	1604373.375	0.04097479687741843
Multi-Family with 5+ Units	None	<1940	0.060407	0.086508	0.7383350000000001	0.11475	14.0	121280.14843800002	0.0011691870290632374
Single-Family Attached	Ducted Heat Pump	<1940	0.0	1.0	0.0	0.0	2.0	21426.490234	0.00017054117431259275
Single-Family Attached	Ducted Heating	<1940	0.309766	0.024201	0.25887	0.40716399999999997	57.0	520898.25	0.008271390922671429
Single-Family Attached	Non-Ducted Heat Pump	<1940	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Single-Family Attached	Non-Ducted Heating	<1940	0.070316	0.0	0.121235	0.808449	62.0	585246.25	0.0068488283708991
Single-Family Attached	None	<1940	1.0	0.0	0.0	0.0	1.0	6941.240234000001	0.00019542650374793115
