Dependency=Geometry Building Type RECS	Dependency=HVAC Cooling Type	Dependency=HVAC Heating Type	Dependency=Vintage	Option=Cooling Only	Option=Heating Only	Option=Heating and Cooling	Option=None	sample_count	sample_weight	resstock_probability
Mobile Home	Central AC	Ducted Heating	1950s	0.000000	0.000000	0.000000	1.000000	3.000000	8923.339844	0.000358
Mobile Home	Heat Pump	Ducted Heating	1950s	0.000000	0.000000	0.000000	1.000000	3.000000	8923.339844	0.000000
Mobile Home	None	Ducted Heating	1950s	0.000000	0.000000	0.000000	1.000000	3.000000	10135.252930	0.000238
Mobile Home	Room AC	Ducted Heating	1950s	0.000000	0.000000	0.000000	1.000000	3.000000	10135.252930	0.000169
Mobile Home	Central AC	Non-Ducted Heat Pump	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
Mobile Home	Heat Pump	Non-Ducted Heat Pump	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000002
Mobile Home	None	Non-Ducted Heat Pump	1950s	0.000000	0.000000	0.000000	1.000000	6.000000	11643.812500	0.000000
Mobile Home	Room AC	Non-Ducted Heat Pump	1950s	0.000000	0.000000	0.000000	1.000000	6.000000	11643.812500	0.000000
Mobile Home	Central AC	Non-Ducted Heating	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
Mobile Home	Heat Pump	Non-Ducted Heating	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
Mobile Home	None	Non-Ducted Heating	1950s	0.000000	0.000000	0.000000	1.000000	6.000000	11643.812500	0.000038
Mobile Home	Room AC	Non-Ducted Heating	1950s	0.000000	0.000000	0.000000	1.000000	6.000000	11643.812500	0.000317
Mobile Home	Central AC	None	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
Mobile Home	Heat Pump	None	1950s	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
Mobile Home	None	None	1950s	0.000000	0.000000	0.000000	1.000000	6.000000	11996.655273	0.000002
Mobile Home	Room AC	None	1950s	0.000000	0.000000	0.000000	1.000000	6.000000	11996.655273	0.000000
Mobile Home	Central AC	Ducted Heat Pump	1960s	0.000000	0.000000	0.000000	1.000000	5.000000	11688.892578	0.000000
Mobile Home	Heat Pump	Ducted Heat Pump	1960s	0.000000	0.000000	0.000000	1.000000	5.000000	11688.892578	0.000006
Mobile Home	None	Ducted Heat Pump	1960s	0.000000	0.000000	0.000000	1.000000	16.000000	37525.738281	0.000000
Mobile Home	Room AC	Ducted Heat Pump	1960s	0.000000	0.000000	0.000000	1.000000	16.000000	37525.738281	0.000000
Mobile Home	Central AC	Ducted Heating	1960s	0.000000	0.000000	0.000000	1.000000	5.000000	11688.892578	0.000119
Mobile Home	Heat Pump	Ducted Heating	1960s	0.000000	0.000000	0.000000	1.000000	5.000000	11688.892578	0.000000
Mobile Home	None	Ducted Heating	1960s	0.000000	0.000000	0.000000	1.000000	16.000000	37525.738281	0.000136
Mobile Home	Room AC	Ducted Heating	1960s	0.000000	0.000000	0.000000	1.000000	16.000000	37525.738281	0.000344
Mobile Home	Central AC	Non-Ducted Heat Pump	1960s	0.000000	0.000000	0.000000	1.000000	4.000000	5933.551758	0.000000
Mobile Home	Heat Pump	Non-Ducted Heat Pump	1960s	0.000000	0.000000	0.000000	1.000000	4.000000	5933.551758	0.000000
Mobile Home	None	Non-Ducted Heat Pump	1960s	0.000000	0.000000	0.000000	1.000000	10.000000	20442.730469	0.000000
Mobile Home	Room AC	Non-Ducted Heat Pump	1960s	0.000000	0.000000	0.000000	1.000000	10.000000	20442.730469	0.000000
Mobile Home	Central AC	Non-Ducted Heating	1960s	0.000000	0.000000	0.000000	1.000000	4.000000	5933.551758	0.000072
Mobile Home	Heat Pump	Non-Ducted Heating	1960s	0.000000	0.000000	0.000000	1.000000	4.000000	5933.551758	0.000000
Mobile Home	None	Non-Ducted Heating	1960s	0.000000	0.000000	0.000000	1.000000	10.000000	20442.730469	0.000022
Mobile Home	Room AC	Non-Ducted Heating	1960s	0.000000	0.000000	0.000000	1.000000	10.000000	20442.730469	0.000228
Mobile Home	Central AC	None	1960s	0.000000	0.000000	0.000000	1.000000	4.000000	6113.356445	0.000002
Mobile Home	Heat Pump	None	1960s	0.000000	0.000000	0.000000	1.000000	4.000000	6113.356445	0.000002
Mobile Home	None	None	1960s	0.000000	0.000000	0.000000	1.000000	10.000000	21062.207031	0.000002
Mobile Home	Room AC	None	1960s	0.000000	0.000000	0.000000	1.000000	10.000000	21062.207031	0.000002
Mobile Home	Central AC	Ducted Heat Pump	1970s	0.000000	0.000000	0.000000	1.000000	45.000000	135946.125000	0.000000
Mobile Home	Heat Pump	Ducted Heat Pump	1970s	0.000000	0.000000	0.000000	1.000000	45.000000	135946.125000	0.000015
Mobile Home	None	Ducted Heat Pump	1970s	0.000000	0.000000	0.000000	1.000000	52.000000	140020.640625	0.000000
Mobile Home	Room AC	Ducted Heat Pump	1970s	0.000000	0.000000	0.000000	1.000000	52.000000	140020.640625	0.000000
Mobile Home	Central AC	Ducted Heating	1970s	0.000000	0.000000	0.000000	1.000000	45.000000	135946.125000	0.000207
Mobile Home	Heat Pump	Ducted Heating	1970s	0.000000	0.000000	0.000000	1.000000	45.000000	135946.125000	0.000015
Mobile Home	None	Ducted Heating	1970s	0.000000	0.000000	0.000000	1.000000	52.000000	140020.640625	0.000129
Mobile Home	Room AC	Ducted Heating	1970s	0.000000	0.000000	0.000000	1.000000	52.000000	140020.640625	0.000182
Mobile Home	Central AC	Non-Ducted Heat Pump	1970s	0.000000	0.000000	0.000000	1.000000	11.000000	24795.070312	0.000000
Mobile Home	Heat Pump	Non-Ducted Heat Pump	1970s	0.000000	0.000000	0.000000	1.000000	11.000000	24795.070312	0.000002
Mobile Home	None	Non-Ducted Heat Pump	1970s	0.000000	0.000000	0.000000	1.000000	39.000000	74524.875000	0.000000
Mobile Home	Room AC	Non-Ducted Heat Pump	1970s	0.000000	0.000000	0.000000	1.000000	39.000000	74524.875000	0.000000
Mobile Home	Central AC	Non-Ducted Heating	1970s	0.000000	0.000000	0.000000	1.000000	11.000000	24795.070312	0.000093
Mobile Home	Heat Pump	Non-Ducted Heating	1970s	0.000000	0.000000	0.000000	1.000000	11.000000	24795.070312	0.000000
Mobile Home	None	Non-Ducted Heating	1970s	0.000000	0.000000	0.000000	1.000000	39.000000	74524.875000	0.000067
Mobile Home	Room AC	Non-Ducted Heating	1970s	0.000000	0.000000	0.000000	1.000000	39.000000	74524.875000	0.000183
Mobile Home	Central AC	None	1970s	0.000000	0.000000	0.000000	1.000000	11.000000	25546.435547	0.000000
Mobile Home	Heat Pump	None	1970s	0.000000	0.000000	0.000000	1.000000	11.000000	25546.435547	0.000000
Mobile Home	None	None	1970s	0.000000	0.000000	0.000000	1.000000	39.000000	76783.203125	0.000000
Mobile Home	Room AC	None	1970s	0.000000	0.000000	0.000000	1.000000	39.000000	76783.203125	0.000001
Mobile Home	Central AC	Ducted Heat Pump	1980s	0.000000	0.000000	0.000000	1.000000	57.000000	190549.671875	0.000000
Mobile Home	Heat Pump	Ducted Heat Pump	1980s	0.000000	0.000000	0.000000	1.000000	57.000000	190549.671875	0.000016
Mobile Home	None	Ducted Heat Pump	1980s	0.000000	0.000000	0.000000	1.000000	36.000000	123753.820312	0.000000
Mobile Home	Room AC	Ducted Heat Pump	1980s	0.000000	0.000000	0.000000	1.000000	36.000000	123753.820312	0.000000
Mobile Home	Central AC	Ducted Heating	1980s	0.000000	0.000000	0.000000	1.000000	57.000000	190549.671875	0.000169
Mobile Home	Heat Pump	Ducted Heating	1980s	0.000000	0.000000	0.000000	1.000000	57.000000	190549.671875	0.000014
Mobile Home	None	Ducted Heating	1980s	0.000000	0.000000	0.000000	1.000000	36.000000	123753.820312	0.000078
Mobile Home	Room AC	Ducted Heating	1980s	0.000000	0.000000	0.000000	1.000000	36.000000	123753.820312	0.000069
Mobile Home	Central AC	Non-Ducted Heat Pump	1980s	0.000000	0.000000	0.000000	1.000000	7.000000	15916.312500	0.000000
Mobile Home	Heat Pump	Non-Ducted Heat Pump	1980s	0.000000	0.000000	0.000000	1.000000	7.000000	15916.312500	0.000001
Mobile Home	None	Non-Ducted Heat Pump	1980s	0.000000	0.000000	0.000000	1.000000	28.000000	64330.812500	0.000000
Mobile Home	Room AC	Non-Ducted Heat Pump	1980s	0.000000	0.000000	0.000000	1.000000	28.000000	64330.812500	0.000000
Mobile Home	Central AC	Non-Ducted Heating	1980s	0.000000	0.000000	0.000000	1.000000	7.000000	15916.312500	0.000032
Mobile Home	Heat Pump	Non-Ducted Heating	1980s	0.000000	0.000000	0.000000	1.000000	7.000000	15916.312500	0.000004
Mobile Home	None	Non-Ducted Heating	1980s	0.000000	0.000000	0.000000	1.000000	28.000000	64330.812500	0.000041
Mobile Home	Room AC	Non-Ducted Heating	1980s	0.000000	0.000000	0.000000	1.000000	28.000000	64330.812500	0.000088
Mobile Home	Central AC	None	1980s	0.000000	0.000000	0.000000	1.000000	7.000000	16398.625000	0.000000
Mobile Home	Heat Pump	None	1980s	0.000000	0.000000	0.000000	1.000000	7.000000	16398.625000	0.000000
Mobile Home	None	None	1980s	0.000000	0.000000	0.000000	1.000000	28.000000	66280.234375	0.000001
Mobile Home	Room AC	None	1980s	0.000000	0.000000	0.000000	1.000000	28.000000	66280.234375	0.000000
Mobile Home	Central AC	Ducted Heat Pump	1990s	0.000000	0.000000	0.000000	1.000000	88.000000	303032.843750	0.000000
Mobile Home	Heat Pump	Ducted Heat Pump	1990s	0.000000	0.000000	0.000000	1.000000	88.000000	303032.843750	0.000010
Mobile Home	None	Ducted Heat Pump	1990s	0.000000	0.000000	0.000000	1.000000	25.000000	92348.843750	0.000000
Mobile Home	Room AC	Ducted Heat Pump	1990s	0.000000	0.000000	0.000000	1.000000	25.000000	92348.843750	0.000000
Mobile Home	Central AC	Ducted Heating	1990s	0.000000	0.000000	0.000000	1.000000	88.000000	303032.843750	0.000240
Mobile Home	Heat Pump	Ducted Heating	1990s	0.000000	0.000000	0.000000	1.000000	88.000000	303032.843750	0.000028
Mobile Home	None	Ducted Heating	1990s	0.000000	0.000000	0.000000	1.000000	25.000000	92348.843750	0.000028
Mobile Home	Room AC	Ducted Heating	1990s	0.000000	0.000000	0.000000	1.000000	25.000000	92348.843750	0.000080
Mobile Home	Central AC	Non-Ducted Heat Pump	1990s	0.000000	0.000000	0.000000	1.000000	8.000000	15542.300781	0.000000
Mobile Home	Heat Pump	Non-Ducted Heat Pump	1990s	0.000000	0.000000	0.000000	1.000000	8.000000	15542.300781	0.000000
Mobile Home	None	Non-Ducted Heat Pump	1990s	0.000000	0.000000	0.000000	1.000000	20.000000	45586.835938	0.000000
Mobile Home	Room AC	Non-Ducted Heat Pump	1990s	0.000000	0.000000	0.000000	1.000000	20.000000	45586.835938	0.000000
Mobile Home	Central AC	Non-Ducted Heating	1990s	0.000000	0.000000	0.000000	1.000000	8.000000	15542.300781	0.000016
Mobile Home	Heat Pump	Non-Ducted Heating	1990s	0.000000	0.000000	0.000000	1.000000	8.000000	15542.300781	0.000004
Mobile Home	None	Non-Ducted Heating	1990s	0.000000	0.000000	0.000000	1.000000	20.000000	45586.835938	0.000017
Mobile Home	Room AC	Non-Ducted Heating	1990s	0.000000	0.000000	0.000000	1.000000	20.000000	45586.835938	0.000046
Mobile Home	Central AC	None	1990s	0.000000	0.000000	0.000000	1.000000	8.000000	16013.279297	0.000003
Mobile Home	Heat Pump	None	1990s	0.000000	0.000000	0.000000	1.000000	8.000000	16013.279297	0.000000
Mobile Home	None	None	1990s	0.000000	0.000000	0.000000	1.000000	20.000000	46968.253906	0.000000
Mobile Home	Room AC	None	1990s	0.000000	0.000000	0.000000	1.000000	20.000000	46968.253906	0.000004
Mobile Home	Central AC	Ducted Heat Pump	2000s	0.000000	0.000000	0.000000	1.000000	49.000000	83661.531250	0.000000
Mobile Home	Heat Pump	Ducted Heat Pump	2000s	0.000000	0.000000	0.000000	1.000000	49.000000	83661.531250	0.000056
Mobile Home	None	Ducted Heat Pump	2000s	0.000000	0.000000	0.000000	1.000000	8.000000	15774.767578	0.000000
Mobile Home	Room AC	Ducted Heat Pump	2000s	0.000000	0.000000	0.000000	1.000000	8.000000	15774.767578	0.000000
Mobile Home	Central AC	Ducted Heating	2000s	0.000000	0.000000	0.000000	1.000000	49.000000	83661.531250	0.000322
Mobile Home	Heat Pump	Ducted Heating	2000s	0.000000	0.000000	0.000000	1.000000	49.000000	83661.531250	0.000011
Mobile Home	None	Ducted Heating	2000s	0.000000	0.000000	0.000000	1.000000	8.000000	15774.767578	0.000033
Mobile Home	Room AC	Ducted Heating	2000s	0.000000	0.000000	0.000000	1.000000	8.000000	15774.767578	0.000063
Mobile Home	Central AC	Non-Ducted Heat Pump	2000s	0.000000	0.000000	0.000000	1.000000	5.000000	5057.721680	0.000000
Mobile Home	Heat Pump	Non-Ducted Heat Pump	2000s	0.000000	0.000000	0.000000	1.000000	5.000000	5057.721680	0.000000
Mobile Home	None	Non-Ducted Heat Pump	2000s	0.000000	0.000000	0.000000	1.000000	5.000000	4920.486328	0.000000
Mobile Home	Room AC	Non-Ducted Heat Pump	2000s	0.000000	0.000000	0.000000	1.000000	5.000000	4920.486328	0.000000
Mobile Home	Central AC	Non-Ducted Heating	2000s	0.000000	0.000000	0.000000	1.000000	5.000000	5057.721680	0.000009
Mobile Home	Heat Pump	Non-Ducted Heating	2000s	0.000000	0.000000	0.000000	1.000000	5.000000	5057.721680	0.000017
Mobile Home	None	Non-Ducted Heating	2000s	0.000000	0.000000	0.000000	1.000000	5.000000	4920.486328	0.000009
Mobile Home	Room AC	Non-Ducted Heating	2000s	0.000000	0.000000	0.000000	1.000000	5.000000	4920.486328	0.000022
Mobile Home	Central AC	None	2000s	0.000000	0.000000	0.000000	1.000000	5.000000	5210.986328	0.000002
Mobile Home	Heat Pump	None	2000s	0.000000	0.000000	0.000000	1.000000	5.000000	5210.986328	0.000000
Mobile Home	None	None	2000s	0.000000	0.000000	0.000000	1.000000	5.000000	5069.592285	0.000000
Mobile Home	Room AC	None	2000s	0.000000	0.000000	0.000000	1.000000	5.000000	5069.592285	0.000001
Mobile Home	Central AC	Ducted Heat Pump	2010s	0.000000	0.000000	0.000000	1.000000	49.000000	83661.531250	0.000000
Mobile Home	Heat Pump	Ducted Heat Pump	2010s	0.000000	0.000000	0.000000	1.000000	49.000000	83661.531250	0.000014
Mobile Home	None	Ducted Heat Pump	2010s	0.000000	0.000000	0.000000	1.000000	8.000000	15774.767578	0.000000
Mobile Home	Room AC	Ducted Heat Pump	2010s	0.000000	0.000000	0.000000	1.000000	8.000000	15774.767578	0.000000
Mobile Home	Central AC	Ducted Heating	2010s	0.000000	0.000000	0.000000	1.000000	49.000000	83661.531250	0.000045
Mobile Home	Heat Pump	Ducted Heating	2010s	0.000000	0.000000	0.000000	1.000000	49.000000	83661.531250	0.000001
Mobile Home	None	Ducted Heating	2010s	0.000000	0.000000	0.000000	1.000000	8.000000	15774.767578	0.000005
Mobile Home	Room AC	Ducted Heating	2010s	0.000000	0.000000	0.000000	1.000000	8.000000	15774.767578	0.000009
Mobile Home	Central AC	Non-Ducted Heat Pump	2010s	0.000000	0.000000	0.000000	1.000000	5.000000	5057.721680	0.000000
Mobile Home	Heat Pump	Non-Ducted Heat Pump	2010s	0.000000	0.000000	0.000000	1.000000	5.000000	5057.721680	0.000000
Mobile Home	None	Non-Ducted Heat Pump	2010s	0.000000	0.000000	0.000000	1.000000	5.000000	4920.486328	0.000000
Mobile Home	Room AC	Non-Ducted Heat Pump	2010s	0.000000	0.000000	0.000000	1.000000	5.000000	4920.486328	0.000000
Mobile Home	Central AC	Non-Ducted Heating	2010s	0.000000	0.000000	0.000000	1.000000	5.000000	5057.721680	0.000002
Mobile Home	Heat Pump	Non-Ducted Heating	2010s	0.000000	0.000000	0.000000	1.000000	5.000000	5057.721680	0.000003
Mobile Home	None	Non-Ducted Heating	2010s	0.000000	0.000000	0.000000	1.000000	5.000000	4920.486328	0.000002
Mobile Home	Room AC	Non-Ducted Heating	2010s	0.000000	0.000000	0.000000	1.000000	5.000000	4920.486328	0.000004
Mobile Home	Central AC	None	2010s	0.000000	0.000000	0.000000	1.000000	5.000000	5210.986328	0.000002
Mobile Home	Heat Pump	None	2010s	0.000000	0.000000	0.000000	1.000000	5.000000	5210.986328	0.000000
Mobile Home	None	None	2010s	0.000000	0.000000	0.000000	1.000000	5.000000	5069.592285	0.000000
Mobile Home	Room AC	None	2010s	0.000000	0.000000	0.000000	1.000000	5.000000	5069.592285	0.000001
Mobile Home	Central AC	Ducted Heat Pump	<1940	0.000000	0.000000	0.000000	1.000000	2.000000	3456.530029	0.000000
Mobile Home	Heat Pump	Ducted Heat Pump	<1940	0.000000	0.000000	0.000000	1.000000	2.000000	3456.530029	0.000022
Mobile Home	None	Ducted Heat Pump	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
Mobile Home	Room AC	Ducted Heat Pump	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
Mobile Home	Central AC	Ducted Heating	<1940	0.000000	0.000000	0.000000	1.000000	2.000000	3456.530029	0.001087
Mobile Home	Heat Pump	Ducted Heating	<1940	0.000000	0.000000	0.000000	1.000000	2.000000	3456.530029	0.000000
Mobile Home	None	Ducted Heating	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
Mobile Home	Room AC	Ducted Heating	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
Mobile Home	Central AC	Non-Ducted Heat Pump	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
Mobile Home	Heat Pump	Non-Ducted Heat Pump	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
Mobile Home	None	Non-Ducted Heat Pump	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
Mobile Home	Room AC	Non-Ducted Heat Pump	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
Mobile Home	Central AC	Non-Ducted Heating	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000225
Mobile Home	Heat Pump	Non-Ducted Heating	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000225
Mobile Home	None	Non-Ducted Heating	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000225
Mobile Home	Room AC	Non-Ducted Heating	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000225
Mobile Home	Central AC	None	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000006
Mobile Home	Heat Pump	None	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000006
Mobile Home	None	None	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000006
Mobile Home	Room AC	None	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000006
Multi-Family with 2 - 4 Units	Central AC	Ducted Heat Pump	1940s	0.000000	0.060698	0.120156	0.819145	10.000000	24197.615234	0.000000
Multi-Family with 2 - 4 Units	Heat Pump	Ducted Heat Pump	1940s	0.000000	0.060698	0.120156	0.819145	10.000000	24197.615234	0.000580
Multi-Family with 2 - 4 Units	None	Ducted Heat Pump	1940s	0.000000	0.398057	0.000000	0.601943	15.000000	40912.679688	0.000000
Multi-Family with 2 - 4 Units	Room AC	Ducted Heat Pump	1940s	0.000000	0.398057	0.000000	0.601943	15.000000	40912.679688	0.000000
Multi-Family with 2 - 4 Units	Central AC	Ducted Heating	1940s	0.000000	0.060698	0.120156	0.819145	10.000000	24197.615234	0.003279
Multi-Family with 2 - 4 Units	Heat Pump	Ducted Heating	1940s	0.000000	0.060698	0.120156	0.819145	10.000000	24197.615234	0.000000
Multi-Family with 2 - 4 Units	None	Ducted Heating	1940s	0.000000	0.398057	0.000000	0.601943	15.000000	40912.679688	0.003445
Multi-Family with 2 - 4 Units	Room AC	Ducted Heating	1940s	0.000000	0.398057	0.000000	0.601943	15.000000	40912.679688	0.003217
Multi-Family with 2 - 4 Units	Central AC	Non-Ducted Heat Pump	1940s	0.000000	0.000000	0.000000	1.000000	1.000000	1009.511230	0.000000
Multi-Family with 2 - 4 Units	Heat Pump	Non-Ducted Heat Pump	1940s	0.000000	0.000000	0.000000	1.000000	1.000000	1009.511230	0.000000
Multi-Family with 2 - 4 Units	None	Non-Ducted Heat Pump	1940s	0.000000	0.565813	0.000000	0.434187	36.000000	54179.476562	0.000000
Multi-Family with 2 - 4 Units	Room AC	Non-Ducted Heat Pump	1940s	0.000000	0.565813	0.000000	0.434187	36.000000	54179.476562	0.000000
Multi-Family with 2 - 4 Units	Central AC	Non-Ducted Heating	1940s	0.000000	0.000000	0.000000	1.000000	1.000000	1009.511230	0.000000
Multi-Family with 2 - 4 Units	Heat Pump	Non-Ducted Heating	1940s	0.000000	0.000000	0.000000	1.000000	1.000000	1009.511230	0.000000
Multi-Family with 2 - 4 Units	None	Non-Ducted Heating	1940s	0.000000	0.565813	0.000000	0.434187	36.000000	54179.476562	0.002580
Multi-Family with 2 - 4 Units	Room AC	Non-Ducted Heating	1940s	0.000000	0.565813	0.000000	0.434187	36.000000	54179.476562	0.001495
Multi-Family with 2 - 4 Units	Central AC	None	1940s	0.000000	0.000000	0.000000	1.000000	1.000000	1040.102539	0.000197
Multi-Family with 2 - 4 Units	Heat Pump	None	1940s	0.000000	0.000000	0.000000	1.000000	1.000000	1040.102539	0.000000
Multi-Family with 2 - 4 Units	None	None	1940s	0.000000	0.000000	0.000000	1.000000	36.000000	55821.277344	0.000000
Multi-Family with 2 - 4 Units	Room AC	None	1940s	0.000000	0.000000	0.000000	1.000000	36.000000	55821.277344	0.000000
Multi-Family with 2 - 4 Units	Central AC	Ducted Heat Pump	1950s	0.036594	0.062086	0.122332	0.778988	18.000000	43345.585938	0.000000
Multi-Family with 2 - 4 Units	Heat Pump	Ducted Heat Pump	1950s	0.036594	0.062086	0.122332	0.778988	18.000000	43345.585938	0.000185
Multi-Family with 2 - 4 Units	None	Ducted Heat Pump	1950s	0.000000	0.283268	0.000000	0.716732	27.000000	80689.500000	0.000000
Multi-Family with 2 - 4 Units	Room AC	Ducted Heat Pump	1950s	0.000000	0.283268	0.000000	0.716732	27.000000	80689.500000	0.000000
Multi-Family with 2 - 4 Units	Central AC	Ducted Heating	1950s	0.036594	0.062086	0.122332	0.778988	18.000000	43345.585938	0.007199
Multi-Family with 2 - 4 Units	Heat Pump	Ducted Heating	1950s	0.036594	0.062086	0.122332	0.778988	18.000000	43345.585938	0.000000
Multi-Family with 2 - 4 Units	None	Ducted Heating	1950s	0.000000	0.283268	0.000000	0.716732	27.000000	80689.500000	0.008841
Multi-Family with 2 - 4 Units	Room AC	Ducted Heating	1950s	0.000000	0.283268	0.000000	0.716732	27.000000	80689.500000	0.004561
Multi-Family with 2 - 4 Units	Central AC	Non-Ducted Heat Pump	1950s	0.000000	0.000000	0.000000	1.000000	1.000000	2382.393799	0.000000
Multi-Family with 2 - 4 Units	Heat Pump	Non-Ducted Heat Pump	1950s	0.000000	0.000000	0.000000	1.000000	1.000000	2382.393799	0.000066
Multi-Family with 2 - 4 Units	None	Non-Ducted Heat Pump	1950s	0.000000	0.339474	0.000000	0.660526	66.000000	109366.968750	0.000000
Multi-Family with 2 - 4 Units	Room AC	Non-Ducted Heat Pump	1950s	0.000000	0.339474	0.000000	0.660526	66.000000	109366.968750	0.000000
Multi-Family with 2 - 4 Units	Central AC	Non-Ducted Heating	1950s	0.000000	0.000000	0.000000	1.000000	1.000000	2382.393799	0.000216
Multi-Family with 2 - 4 Units	Heat Pump	Non-Ducted Heating	1950s	0.000000	0.000000	0.000000	1.000000	1.000000	2382.393799	0.000000
Multi-Family with 2 - 4 Units	None	Non-Ducted Heating	1950s	0.000000	0.339474	0.000000	0.660526	66.000000	109366.968750	0.003537
Multi-Family with 2 - 4 Units	Room AC	Non-Ducted Heating	1950s	0.000000	0.339474	0.000000	0.660526	66.000000	109366.968750	0.005805
Multi-Family with 2 - 4 Units	Central AC	None	1950s	0.000000	0.000000	0.000000	1.000000	1.000000	2454.587402	0.000000
Multi-Family with 2 - 4 Units	Heat Pump	None	1950s	0.000000	0.000000	0.000000	1.000000	1.000000	2454.587402	0.000000
Multi-Family with 2 - 4 Units	None	None	1950s	0.000000	0.000000	0.000000	1.000000	66.000000	112681.125000	0.000035
Multi-Family with 2 - 4 Units	Room AC	None	1950s	0.000000	0.000000	0.000000	1.000000	66.000000	112681.125000	0.000031
