Dependency=Geometry Building Type RECS	Dependency=HVAC Cooling Type	Dependency=HVAC Heating Type	Dependency=Vintage	Option=Cooling Only	Option=Heating Only	Option=Heating and Cooling	Option=None	sample_count	sample_weight
Mobile Home	None	Non-Ducted Heat Pump	1960s	0.000000	0.000000	0.000000	1.000000	10.000000	20442.730469
Mobile Home	Room AC	Non-Ducted Heat Pump	1960s	0.000000	0.000000	0.000000	1.000000	10.000000	20442.730469
Mobile Home	Central AC	Non-Ducted Heating	1960s	0.000000	0.000000	0.000000	1.000000	4.000000	5933.551758
Mobile Home	Heat Pump	Non-Ducted Heating	1960s	0.000000	0.000000	0.000000	1.000000	4.000000	5933.551758
Mobile Home	None	Non-Ducted Heating	1960s	0.000000	0.000000	0.000000	1.000000	10.000000	20442.730469
Mobile Home	Room AC	Non-Ducted Heating	1960s	0.000000	0.000000	0.000000	1.000000	10.000000	20442.730469
Mobile Home	Central AC	None	1960s	0.000000	0.000000	0.000000	1.000000	4.000000	6113.356445
Mobile Home	Heat Pump	None	1960s	0.000000	0.000000	0.000000	1.000000	4.000000	6113.356445
Mobile Home	None	None	1960s	0.000000	0.000000	0.000000	1.000000	10.000000	21062.207031
Mobile Home	Room AC	None	1960s	0.000000	0.000000	0.000000	1.000000	10.000000	21062.207031
Mobile Home	Central AC	Ducted Heat Pump	1970s	0.000000	0.000000	0.000000	1.000000	45.000000	135946.125000
Mobile Home	Heat Pump	Ducted Heat Pump	1970s	0.000000	0.000000	0.000000	1.000000	45.000000	135946.125000
Mobile Home	None	Ducted Heat Pump	1970s	0.000000	0.000000	0.000000	1.000000	52.000000	140020.640625
Mobile Home	Room AC	Ducted Heat Pump	1970s	0.000000	0.000000	0.000000	1.000000	52.000000	140020.640625
Mobile Home	Central AC	Ducted Heating	1970s	0.000000	0.000000	0.000000	1.000000	45.000000	135946.125000
Mobile Home	Heat Pump	Ducted Heating	1970s	0.000000	0.000000	0.000000	1.000000	45.000000	135946.125000
Mobile Home	None	Ducted Heating	1970s	0.000000	0.000000	0.000000	1.000000	52.000000	140020.640625
Mobile Home	Room AC	Ducted Heating	1970s	0.000000	0.000000	0.000000	1.000000	52.000000	140020.640625
Mobile Home	Central AC	Non-Ducted Heat Pump	1970s	0.000000	0.000000	0.000000	1.000000	11.000000	24795.070312
Mobile Home	Heat Pump	Non-Ducted Heat Pump	1970s	0.000000	0.000000	0.000000	1.000000	11.000000	24795.070312
Mobile Home	None	Non-Ducted Heat Pump	1970s	0.000000	0.000000	0.000000	1.000000	39.000000	74524.875000
Mobile Home	Room AC	Non-Ducted Heat Pump	1970s	0.000000	0.000000	0.000000	1.000000	39.000000	74524.875000
Mobile Home	Central AC	Non-Ducted Heating	1970s	0.000000	0.000000	0.000000	1.000000	11.000000	24795.070312
Mobile Home	Heat Pump	Non-Ducted Heating	1970s	0.000000	0.000000	0.000000	1.000000	11.000000	24795.070312
Mobile Home	None	Non-Ducted Heating	1970s	0.000000	0.000000	0.000000	1.000000	39.000000	74524.875000
Mobile Home	Room AC	Non-Ducted Heating	1970s	0.000000	0.000000	0.000000	1.000000	39.000000	74524.875000
Mobile Home	Central AC	None	1970s	0.000000	0.000000	0.000000	1.000000	11.000000	25546.435547
Mobile Home	Heat Pump	None	1970s	0.000000	0.000000	0.000000	1.000000	11.000000	25546.435547
Mobile Home	None	None	1970s	0.000000	0.000000	0.000000	1.000000	39.000000	76783.203125
Mobile Home	Room AC	None	1970s	0.000000	0.000000	0.000000	1.000000	39.000000	76783.203125
Mobile Home	Central AC	Ducted Heat Pump	1980s	0.000000	0.000000	0.000000	1.000000	57.000000	190549.671875
Mobile Home	Heat Pump	Ducted Heat Pump	1980s	0.000000	0.000000	0.000000	1.000000	57.000000	190549.671875
Mobile Home	None	Ducted Heat Pump	1980s	0.000000	0.000000	0.000000	1.000000	36.000000	123753.820312
Mobile Home	Room AC	Ducted Heat Pump	1980s	0.000000	0.000000	0.000000	1.000000	36.000000	123753.820312
Mobile Home	Central AC	Ducted Heating	1980s	0.000000	0.000000	0.000000	1.000000	57.000000	190549.671875
Mobile Home	Heat Pump	Ducted Heating	1980s	0.000000	0.000000	0.000000	1.000000	57.000000	190549.671875
Mobile Home	None	Ducted Heating	1980s	0.000000	0.000000	0.000000	1.000000	36.000000	123753.820312
Mobile Home	Room AC	Ducted Heating	1980s	0.000000	0.000000	0.000000	1.000000	36.000000	123753.820312
Mobile Home	Central AC	Non-Ducted Heat Pump	1980s	0.000000	0.000000	0.000000	1.000000	7.000000	15916.312500
Mobile Home	Heat Pump	Non-Ducted Heat Pump	1980s	0.000000	0.000000	0.000000	1.000000	7.000000	15916.312500
Mobile Home	None	Non-Ducted Heat Pump	1980s	0.000000	0.000000	0.000000	1.000000	28.000000	64330.812500
Mobile Home	Room AC	Non-Ducted Heat Pump	1980s	0.000000	0.000000	0.000000	1.000000	28.000000	64330.812500
Mobile Home	Central AC	Non-Ducted Heating	1980s	0.000000	0.000000	0.000000	1.000000	7.000000	15916.312500
Mobile Home	Heat Pump	Non-Ducted Heating	1980s	0.000000	0.000000	0.000000	1.000000	7.000000	15916.312500
Mobile Home	None	Non-Ducted Heating	1980s	0.000000	0.000000	0.000000	1.000000	28.000000	64330.812500
Mobile Home	Room AC	Non-Ducted Heating	1980s	0.000000	0.000000	0.000000	1.000000	28.000000	64330.812500
Mobile Home	Central AC	None	1980s	0.000000	0.000000	0.000000	1.000000	7.000000	16398.625000
Mobile Home	Heat Pump	None	1980s	0.000000	0.000000	0.000000	1.000000	7.000000	16398.625000
Mobile Home	None	None	1980s	0.000000	0.000000	0.000000	1.000000	28.000000	66280.234375
Mobile Home	Room AC	None	1980s	0.000000	0.000000	0.000000	1.000000	28.000000	66280.234375
Mobile Home	Central AC	Ducted Heat Pump	1990s	0.000000	0.000000	0.000000	1.000000	88.000000	303032.843750
Mobile Home	Heat Pump	Ducted Heat Pump	1990s	0.000000	0.000000	0.000000	1.000000	88.000000	303032.843750
Mobile Home	None	Ducted Heat Pump	1990s	0.000000	0.000000	0.000000	1.000000	25.000000	92348.843750
Mobile Home	Room AC	Ducted Heat Pump	1990s	0.000000	0.000000	0.000000	1.000000	25.000000	92348.843750
Mobile Home	Central AC	Ducted Heating	1990s	0.000000	0.000000	0.000000	1.000000	88.000000	303032.843750
Mobile Home	Heat Pump	Ducted Heating	1990s	0.000000	0.000000	0.000000	1.000000	88.000000	303032.843750
Mobile Home	None	Ducted Heating	1990s	0.000000	0.000000	0.000000	1.000000	25.000000	92348.843750
Mobile Home	Room AC	Ducted Heating	1990s	0.000000	0.000000	0.000000	1.000000	25.000000	92348.843750
Mobile Home	Central AC	Non-Ducted Heat Pump	1990s	0.000000	0.000000	0.000000	1.000000	8.000000	15542.300781
Mobile Home	Heat Pump	Non-Ducted Heat Pump	1990s	0.000000	0.000000	0.000000	1.000000	8.000000	15542.300781
Mobile Home	None	Non-Ducted Heat Pump	1990s	0.000000	0.000000	0.000000	1.000000	20.000000	45586.835938
Mobile Home	Room AC	Non-Ducted Heat Pump	1990s	0.000000	0.000000	0.000000	1.000000	20.000000	45586.835938
Mobile Home	Central AC	Non-Ducted Heating	1990s	0.000000	0.000000	0.000000	1.000000	8.000000	15542.300781
Mobile Home	Heat Pump	Non-Ducted Heating	1990s	0.000000	0.000000	0.000000	1.000000	8.000000	15542.300781
Mobile Home	None	Non-Ducted Heating	1990s	0.000000	0.000000	0.000000	1.000000	20.000000	45586.835938
Mobile Home	Room AC	Non-Ducted Heating	1990s	0.000000	0.000000	0.000000	1.000000	20.000000	45586.835938
Mobile Home	Central AC	None	1990s	0.000000	0.000000	0.000000	1.000000	8.000000	16013.279297
Mobile Home	Heat Pump	None	1990s	0.000000	0.000000	0.000000	1.000000	8.000000	16013.279297
Mobile Home	None	None	1990s	0.000000	0.000000	0.000000	1.000000	20.000000	46968.253906
Mobile Home	Room AC	None	1990s	0.000000	0.000000	0.000000	1.000000	20.000000	46968.253906
Mobile Home	Central AC	Ducted Heat Pump	2000s	0.000000	0.000000	0.000000	1.000000	49.000000	83661.531250
Mobile Home	Heat Pump	Ducted Heat Pump	2000s	0.000000	0.000000	0.000000	1.000000	49.000000	83661.531250
Mobile Home	None	Ducted Heat Pump	2000s	0.000000	0.000000	0.000000	1.000000	8.000000	15774.767578
Mobile Home	Room AC	Ducted Heat Pump	2000s	0.000000	0.000000	0.000000	1.000000	8.000000	15774.767578
Mobile Home	Central AC	Ducted Heating	2000s	0.000000	0.000000	0.000000	1.000000	49.000000	83661.531250
Mobile Home	Heat Pump	Ducted Heating	2000s	0.000000	0.000000	0.000000	1.000000	49.000000	83661.531250
Mobile Home	None	Ducted Heating	2000s	0.000000	0.000000	0.000000	1.000000	8.000000	15774.767578
Mobile Home	Room AC	Ducted Heating	2000s	0.000000	0.000000	0.000000	1.000000	8.000000	15774.767578
Mobile Home	Central AC	Non-Ducted Heat Pump	2000s	0.000000	0.000000	0.000000	1.000000	5.000000	5057.721680
Mobile Home	Heat Pump	Non-Ducted Heat Pump	2000s	0.000000	0.000000	0.000000	1.000000	5.000000	5057.721680
Mobile Home	None	Non-Ducted Heat Pump	2000s	0.000000	0.000000	0.000000	1.000000	5.000000	4920.486328
Mobile Home	Room AC	Non-Ducted Heat Pump	2000s	0.000000	0.000000	0.000000	1.000000	5.000000	4920.486328
Mobile Home	Central AC	Non-Ducted Heating	2000s	0.000000	0.000000	0.000000	1.000000	5.000000	5057.721680
Mobile Home	Heat Pump	Non-Ducted Heating	2000s	0.000000	0.000000	0.000000	1.000000	5.000000	5057.721680
Mobile Home	None	Non-Ducted Heating	2000s	0.000000	0.000000	0.000000	1.000000	5.000000	4920.486328
Mobile Home	Room AC	Non-Ducted Heating	2000s	0.000000	0.000000	0.000000	1.000000	5.000000	4920.486328
Mobile Home	Central AC	None	2000s	0.000000	0.000000	0.000000	1.000000	5.000000	5210.986328
Mobile Home	Heat Pump	None	2000s	0.000000	0.000000	0.000000	1.000000	5.000000	5210.986328
Mobile Home	None	None	2000s	0.000000	0.000000	0.000000	1.000000	5.000000	5069.592285
Mobile Home	Room AC	None	2000s	0.000000	0.000000	0.000000	1.000000	5.000000	5069.592285
Mobile Home	Central AC	Ducted Heat Pump	2010s	0.000000	0.000000	0.000000	1.000000	49.000000	83661.531250
Mobile Home	Heat Pump	Ducted Heat Pump	2010s	0.000000	0.000000	0.000000	1.000000	49.000000	83661.531250
Mobile Home	None	Ducted Heat Pump	2010s	0.000000	0.000000	0.000000	1.000000	8.000000	15774.767578
Mobile Home	Room AC	Ducted Heat Pump	2010s	0.000000	0.000000	0.000000	1.000000	8.000000	15774.767578
Mobile Home	Central AC	Ducted Heating	2010s	0.000000	0.000000	0.000000	1.000000	49.000000	83661.531250
Mobile Home	Heat Pump	Ducted Heating	2010s	0.000000	0.000000	0.000000	1.000000	49.000000	83661.531250
Mobile Home	None	Ducted Heating	2010s	0.000000	0.000000	0.000000	1.000000	8.000000	15774.767578
Mobile Home	Room AC	Ducted Heating	2010s	0.000000	0.000000	0.000000	1.000000	8.000000	15774.767578
Mobile Home	Central AC	Non-Ducted Heat Pump	2010s	0.000000	0.000000	0.000000	1.000000	5.000000	5057.721680
Mobile Home	Heat Pump	Non-Ducted Heat Pump	2010s	0.000000	0.000000	0.000000	1.000000	5.000000	5057.721680
Mobile Home	None	Non-Ducted Heat Pump	2010s	0.000000	0.000000	0.000000	1.000000	5.000000	4920.486328
Mobile Home	Room AC	Non-Ducted Heat Pump	2010s	0.000000	0.000000	0.000000	1.000000	5.000000	4920.486328
Mobile Home	Central AC	Non-Ducted Heating	2010s	0.000000	0.000000	0.000000	1.000000	5.000000	5057.721680
Mobile Home	Heat Pump	Non-Ducted Heating	2010s	0.000000	0.000000	0.000000	1.000000	5.000000	5057.721680
Mobile Home	None	Non-Ducted Heating	2010s	0.000000	0.000000	0.000000	1.000000	5.000000	4920.486328
Mobile Home	Room AC	Non-Ducted Heating	2010s	0.000000	0.000000	0.000000	1.000000	5.000000	4920.486328
Mobile Home	Central AC	None	2010s	0.000000	0.000000	0.000000	1.000000	5.000000	5210.986328
Mobile Home	Heat Pump	None	2010s	0.000000	0.000000	0.000000	1.000000	5.000000	5210.986328
Mobile Home	None	None	2010s	0.000000	0.000000	0.000000	1.000000	5.000000	5069.592285
Mobile Home	Room AC	None	2010s	0.000000	0.000000	0.000000	1.000000	5.000000	5069.592285
Mobile Home	Central AC	Ducted Heat Pump	<1940	0.000000	0.000000	0.000000	1.000000	2.000000	3456.530029
Mobile Home	Heat Pump	Ducted Heat Pump	<1940	0.000000	0.000000	0.000000	1.000000	2.000000	3456.530029
Mobile Home	None	Ducted Heat Pump	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Mobile Home	Room AC	Ducted Heat Pump	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Mobile Home	Central AC	Ducted Heating	<1940	0.000000	0.000000	0.000000	1.000000	2.000000	3456.530029
Mobile Home	Heat Pump	Ducted Heating	<1940	0.000000	0.000000	0.000000	1.000000	2.000000	3456.530029
Mobile Home	None	Ducted Heating	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Mobile Home	Room AC	Ducted Heating	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Mobile Home	Central AC	Non-Ducted Heat Pump	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Mobile Home	Heat Pump	Non-Ducted Heat Pump	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Mobile Home	None	Non-Ducted Heat Pump	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Mobile Home	Room AC	Non-Ducted Heat Pump	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Mobile Home	Central AC	Non-Ducted Heating	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Mobile Home	Heat Pump	Non-Ducted Heating	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Mobile Home	None	Non-Ducted Heating	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Mobile Home	Room AC	Non-Ducted Heating	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Mobile Home	Central AC	None	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Mobile Home	Heat Pump	None	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Mobile Home	None	None	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Mobile Home	Room AC	None	<1940	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
Multi-Family with 2 - 4 Units	Central AC	Ducted Heat Pump	1940s	0.000000	0.060698	0.120156	0.819145	10.000000	24197.615234
Multi-Family with 2 - 4 Units	Heat Pump	Ducted Heat Pump	1940s	0.000000	0.060698	0.120156	0.819145	10.000000	24197.615234
Multi-Family with 2 - 4 Units	None	Ducted Heat Pump	1940s	0.000000	0.398057	0.000000	0.601943	15.000000	40912.679688
Multi-Family with 2 - 4 Units	Room AC	Ducted Heat Pump	1940s	0.000000	0.398057	0.000000	0.601943	15.000000	40912.679688
Multi-Family with 2 - 4 Units	Central AC	Ducted Heating	1940s	0.000000	0.060698	0.120156	0.819145	10.000000	24197.615234
Multi-Family with 2 - 4 Units	Heat Pump	Ducted Heating	1940s	0.000000	0.060698	0.120156	0.819145	10.000000	24197.615234
Multi-Family with 2 - 4 Units	None	Ducted Heating	1940s	0.000000	0.398057	0.000000	0.601943	15.000000	40912.679688
Multi-Family with 2 - 4 Units	Room AC	Ducted Heating	1940s	0.000000	0.398057	0.000000	0.601943	15.000000	40912.679688
Multi-Family with 2 - 4 Units	Central AC	Non-Ducted Heat Pump	1940s	0.000000	0.000000	0.000000	1.000000	1.000000	1009.511230
Multi-Family with 2 - 4 Units	Heat Pump	Non-Ducted Heat Pump	1940s	0.000000	0.000000	0.000000	1.000000	1.000000	1009.511230
Multi-Family with 2 - 4 Units	None	Non-Ducted Heat Pump	1940s	0.000000	0.565813	0.000000	0.434187	36.000000	54179.476562
Multi-Family with 2 - 4 Units	Room AC	Non-Ducted Heat Pump	1940s	0.000000	0.565813	0.000000	0.434187	36.000000	54179.476562
Multi-Family with 2 - 4 Units	Central AC	Non-Ducted Heating	1940s	0.000000	0.000000	0.000000	1.000000	1.000000	1009.511230
Multi-Family with 2 - 4 Units	Heat Pump	Non-Ducted Heating	1940s	0.000000	0.000000	0.000000	1.000000	1.000000	1009.511230
Multi-Family with 2 - 4 Units	None	Non-Ducted Heating	1940s	0.000000	0.565813	0.000000	0.434187	36.000000	54179.476562
Multi-Family with 2 - 4 Units	Room AC	Non-Ducted Heating	1940s	0.000000	0.565813	0.000000	0.434187	36.000000	54179.476562
Multi-Family with 2 - 4 Units	Central AC	None	1940s	0.000000	0.000000	0.000000	1.000000	1.000000	1040.102539
Multi-Family with 2 - 4 Units	Heat Pump	None	1940s	0.000000	0.000000	0.000000	1.000000	1.000000	1040.102539
Multi-Family with 2 - 4 Units	None	None	1940s	0.000000	0.000000	0.000000	1.000000	36.000000	55821.277344
Multi-Family with 2 - 4 Units	Room AC	None	1940s	0.000000	0.000000	0.000000	1.000000	36.000000	55821.277344
Multi-Family with 2 - 4 Units	Central AC	Ducted Heat Pump	1950s	0.036594	0.062086	0.122332	0.778988	18.000000	43345.585938
Multi-Family with 2 - 4 Units	Heat Pump	Ducted Heat Pump	1950s	0.036594	0.062086	0.122332	0.778988	18.000000	43345.585938
Multi-Family with 2 - 4 Units	None	Ducted Heat Pump	1950s	0.000000	0.283268	0.000000	0.716732	27.000000	80689.500000
Multi-Family with 2 - 4 Units	Room AC	Ducted Heat Pump	1950s	0.000000	0.283268	0.000000	0.716732	27.000000	80689.500000
Multi-Family with 2 - 4 Units	Central AC	Ducted Heating	1950s	0.036594	0.062086	0.122332	0.778988	18.000000	43345.585938
Multi-Family with 2 - 4 Units	Heat Pump	Ducted Heating	1950s	0.036594	0.062086	0.122332	0.778988	18.000000	43345.585938
Multi-Family with 2 - 4 Units	None	Ducted Heating	1950s	0.000000	0.283268	0.000000	0.716732	27.000000	80689.500000
Multi-Family with 2 - 4 Units	Room AC	Ducted Heating	1950s	0.000000	0.283268	0.000000	0.716732	27.000000	80689.500000
Multi-Family with 2 - 4 Units	Central AC	Non-Ducted Heat Pump	1950s	0.000000	0.000000	0.000000	1.000000	1.000000	2382.393799
Multi-Family with 2 - 4 Units	Heat Pump	Non-Ducted Heat Pump	1950s	0.000000	0.000000	0.000000	1.000000	1.000000	2382.393799
Multi-Family with 2 - 4 Units	None	Non-Ducted Heat Pump	1950s	0.000000	0.339474	0.000000	0.660526	66.000000	109366.968750
Multi-Family with 2 - 4 Units	Room AC	Non-Ducted Heat Pump	1950s	0.000000	0.339474	0.000000	0.660526	66.000000	109366.968750
Multi-Family with 2 - 4 Units	Central AC	Non-Ducted Heating	1950s	0.000000	0.000000	0.000000	1.000000	1.000000	2382.393799
Multi-Family with 2 - 4 Units	Heat Pump	Non-Ducted Heating	1950s	0.000000	0.000000	0.000000	1.000000	1.000000	2382.393799
Multi-Family with 2 - 4 Units	None	Non-Ducted Heating	1950s	0.000000	0.339474	0.000000	0.660526	66.000000	109366.968750
Multi-Family with 2 - 4 Units	Room AC	Non-Ducted Heating	1950s	0.000000	0.339474	0.000000	0.660526	66.000000	109366.968750
Multi-Family with 2 - 4 Units	Central AC	None	1950s	0.000000	0.000000	0.000000	1.000000	1.000000	2454.587402
Multi-Family with 2 - 4 Units	Heat Pump	None	1950s	0.000000	0.000000	0.000000	1.000000	1.000000	2454.587402
Multi-Family with 2 - 4 Units	None	None	1950s	0.000000	0.000000	0.000000	1.000000	66.000000	112681.125000
Multi-Family with 2 - 4 Units	Room AC	None	1950s	0.000000	0.000000	0.000000	1.000000	66.000000	112681.125000
Multi-Family with 2 - 4 Units	Central AC	Ducted Heat Pump	1960s	0.025471	0.000000	0.000000	0.974529	31.000000	70290.351562
Multi-Family with 2 - 4 Units	Heat Pump	Ducted Heat Pump	1960s	0.025471	0.000000	0.000000	0.974529	31.000000	70290.351562
Multi-Family with 2 - 4 Units	None	Ducted Heat Pump	1960s	0.000000	0.158096	0.000000	0.841904	17.000000	56236.996094
Multi-Family with 2 - 4 Units	Room AC	Ducted Heat Pump	1960s	0.000000	0.158096	0.000000	0.841904	17.000000	56236.996094
Multi-Family with 2 - 4 Units	Central AC	Ducted Heating	1960s	0.025471	0.000000	0.000000	0.974529	31.000000	70290.351562
Multi-Family with 2 - 4 Units	Heat Pump	Ducted Heating	1960s	0.025471	0.000000	0.000000	0.974529	31.000000	70290.351562
Multi-Family with 2 - 4 Units	None	Ducted Heating	1960s	0.000000	0.158096	0.000000	0.841904	17.000000	56236.996094
Multi-Family with 2 - 4 Units	Room AC	Ducted Heating	1960s	0.000000	0.158096	0.000000	0.841904	17.000000	56236.996094
Multi-Family with 2 - 4 Units	Central AC	Non-Ducted Heat Pump	1960s	0.000000	0.000000	0.000000	1.000000	2.000000	2148.918701
Multi-Family with 2 - 4 Units	Heat Pump	Non-Ducted Heat Pump	1960s	0.000000	0.000000	0.000000	1.000000	2.000000	2148.918701
Multi-Family with 2 - 4 Units	None	Non-Ducted Heat Pump	1960s	0.000000	0.460639	0.000000	0.539361	59.000000	104798.695312
Multi-Family with 2 - 4 Units	Room AC	Non-Ducted Heat Pump	1960s	0.000000	0.460639	0.000000	0.539361	59.000000	104798.695312
Multi-Family with 2 - 4 Units	Central AC	Non-Ducted Heating	1960s	0.000000	0.000000	0.000000	1.000000	2.000000	2148.918701
Multi-Family with 2 - 4 Units	Heat Pump	Non-Ducted Heating	1960s	0.000000	0.000000	0.000000	1.000000	2.000000	2148.918701
Multi-Family with 2 - 4 Units	None	Non-Ducted Heating	1960s	0.000000	0.460639	0.000000	0.539361	59.000000	104798.695312
Multi-Family with 2 - 4 Units	Room AC	Non-Ducted Heating	1960s	0.000000	0.460639	0.000000	0.539361	59.000000	104798.695312
